Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases;en_event;nr_cases;nr_past_events;nr_ongoing_cases;cr_cases_intensity;complete_cases_intensity;hour_day;day_week;day_month;month_year
Plug;missing;12;Case122;regular;Round Grinding - Q.C.;ID4287;D;Quality Check 1;0;0;230.0;2012-03-13 12:50:00;770;3;1;12;7829.0;12953.0;13;19;26;23;12.0;41;0.00395963724613616;0.0014668416583030958;15.0;4.0;12.0;1.0
Piston;missing;60;Case147;regular;other;other;D;other;59;0;217.0;2012-03-13 14:00:00;840;3;1;14;360.0;2328.0;7;19;8;23;4.0;48;0.03611111111111111;0.001288659793814433;16.0;2.0;3.0;1.0
Piston;missing;60;Case147;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;59;0;43.0;2012-03-13 14:03:00;843;3;1;14;3.0;2331.0;8;18;8;22;4.0;48;4.333333333333333;0.001287001287001287;16.0;2.0;3.0;1.0
Bearing;missing;112;Case79;regular;Laser Marking - Machine 7;ID4355;D;Machine 7- Laser Marking;112;0;229.0;2012-03-13 14:36:00;876;3;1;14;1235.0;1235.0;2;18;6;22;1.0;41;0.0072874493927125505;0.0024291497975708503;8.0;2.0;3.0;1.0
Plug;missing;12;Case122;regular;Round Grinding - Q.C.;ID4287;D;Quality Check 1;12;0;44.0;2012-03-13 14:44:00;884;3;1;14;114.0;13067.0;14;18;26;22;13.0;41;0.2719298245614035;0.001530573199663274;15.0;4.0;12.0;1.0
Ballnut;missing;18;Case100;regular;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;18;0;271.0;2012-03-13 15:12:00;912;3;1;15;271.0;31515.0;10;18;14;22;9.0;48;0.23985239852398524;0.0017452006980802793;9.0;4.0;5.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;0;0;328.0;2012-03-13 15:55:00;955;3;1;15;37840.0;39097.0;8;18;18;22;0.0;4;0.0020084566596194502;0.0017136864721078345;9.0;1.0;9.0;1.0
Ballnut;missing;5;Case69;regular;other;ID0997;S;Machine 8 - Turning & Milling;5;0;479.0;2012-03-13 15:57:00;957;3;1;15;0.0;0.0;1;19;3;23;0.0;48;0;0;16.0;1.0;2.0;1.0
Cable Head;missing;20;Case36;regular;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;1;0;71.0;2012-03-13 16:07:00;967;3;1;16;414.0;1605.0;7;19;23;23;4.0;4;0.033816425120772944;0.001869158878504673;23.0;2.0;10.0;1.0
Cable Head;missing;300;Case111;deviant;other;ID4167;D;Machine 4 - Turning & Milling;83;0;540.0;2012-03-13 16:10:00;970;3;1;16;571.0;957.0;3;19;16;23;1.0;18;0.017513134851138354;0.0020898641588296763;1.0;1.0;9.0;1.0
Ballnut;missing;492;Case112;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;1;0;227.0;2012-03-13 17:48:00;1068;3;1;17;7857.0;7857.0;2;19;3;23;1.0;7;0.0028000509100165457;0.0012727504136438843;16.0;1.0;2.0;1.0
Cable Head;missing;300;Case111;deviant;other;ID4429;D;Machine 4 - Turning & Milling;34;0;208.0;2012-03-13 19:42:00;1182;3;1;19;212.0;1169.0;4;19;16;23;1.0;18;0.05188679245283019;0.001710863986313088;1.0;1.0;9.0;1.0
Housing;missing;27;Case101;regular;other;ID4219;S;Machine 8 - Turning & Milling;0;0;76.0;2012-03-13 20:03:00;1203;3;1;20;0.0;0.0;1;20;17;24;0.0;41;0;0;9.0;1.0;9.0;1.0
Cable Head;missing;20;Case36;regular;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;5;0;139.0;2012-03-13 20:14:00;1214;3;1;20;247.0;1852.0;8;20;23;24;4.0;4;0.06477732793522267;0.0016198704103671706;23.0;2.0;10.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;0;0;318.0;2012-03-13 21:23:00;1283;3;1;21;328.0;39425.0;9;20;18;24;0.0;4;0.23780487804878048;0.001699429296131896;9.0;1.0;9.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;145.0;2012-03-13 23:03:00;1383;3;1;23;180.0;180.0;2;20;17;24;0.0;41;0.011111111111111112;0;9.0;1.0;9.0;1.0
Ballnut;missing;492;Case112;deviant;Turning & Milling - Machine 9;ID4132;S;Machine 9 - Turning & Milling;3;0;102.0;2012-03-13 23:10:00;1390;3;1;23;322.0;8179.0;3;19;3;23;1.0;7;0.07142857142857142;0.001222643354933366;16.0;1.0;2.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling - Machine 8;ID4219;B;Machine 8 - Turning & Milling;0;0;45.0;2012-03-13 23:49:00;1429;3;1;23;46.0;226.0;3;19;17;23;0.0;41;0.043478260869565216;0.004424778761061947;9.0;1.0;9.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling - Machine 8;ID4219;D;Machine 8 - Turning & Milling;7;0;76.0;2012-03-14 01:06:00;66;3;2;1;77.0;303.0;4;19;17;23;0.0;41;0.025974025974025976;0.0033003300330033004;9.0;1.0;9.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;0;0;75.0;2012-03-14 01:15:00;75;3;2;1;0.0;0.0;1;19;9;24;0.0;18;0;0;1.0;3.0;4.0;1.0
Cable Head;missing;250;Case178;regular;Lapping - Machine 1;ID0937;D;Machine 1 - Lapping;122;0;75.0;2012-03-14 01:15:00;75;3;2;1;0.0;103465.0;31;19;34;24;30.0;5;176;0.001556081766781037;1.0;2.0;24.0;1.0
Cable Head;missing;250;Case178;regular;Laser Marking - Machine 7;ID0937;D;Machine 7- Laser Marking;26;0;75.0;2012-03-14 01:15:00;75;3;2;1;0.0;103465.0;32;19;34;24;31.0;5;176;0.001556081766781037;1.0;2.0;24.0;1.0
Cable Head;missing;250;Case178;regular;Round Grinding - Machine 3;ID0937;D;Machine 3 - Round Grinding;133;0;75.0;2012-03-14 01:15:00;75;3;2;1;0.0;103465.0;33;19;34;24;31.0;5;176;0.001556081766781037;1.0;2.0;24.0;1.0
Cable Head;missing;250;Case178;regular;Round Grinding - Q.C.;ID0937;D;Quality Check 1;245;0;75.0;2012-03-14 01:15:00;75;3;2;1;1950.0;103465.0;34;19;34;23;31.0;5;0.09025641025641026;0.001556081766781037;1.0;2.0;24.0;1.0
Bearing;missing;112;Case79;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-03-14 01:15:00;75;3;2;1;639.0;1874.0;3;19;6;23;2.0;41;0.023474178403755867;0.0026680896478121665;8.0;2.0;3.0;1.0
Cable Head;missing;20;Case36;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;13;0;341.0;2012-03-14 01:57:00;117;3;2;1;343.0;2195.0;9;19;23;23;4.0;4;0.04956268221574344;0.002277904328018223;23.0;2.0;10.0;1.0
Cable Head;missing;15;Case4;regular;other;ID4932;S;Machine 5 - Turning & Milling;0;0;241.0;2012-03-14 05:59:00;359;3;2;5;0.0;0.0;1;20;10;24;0.0;7;0;0;7.0;3.0;4.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling - Machine 8;ID4794;D;Machine 8 - Turning & Milling;17;0;322.0;2012-03-14 06:28:00;388;3;2;6;322.0;625.0;5;20;17;24;0.0;41;0.018633540372670808;0.0032;9.0;1.0;9.0;1.0
Cable Head;missing;300;Case111;deviant;other;ID4932;D;Machine 4 - Turning & Milling;100;0;661.0;2012-03-14 06:45:00;405;3;2;6;663.0;1832.0;5;20;16;24;4.0;18;0.02262443438914027;0.002183406113537118;1.0;1.0;9.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;3;0;46.0;2012-03-14 07:48:00;468;3;2;7;80.0;705.0;6;20;17;24;0.0;41;0.0875;0.0028368794326241137;9.0;1.0;9.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;0;0;52.0;2012-03-14 08:04:00;484;3;2;8;641.0;40066.0;10;20;18;24;0.0;4;0.12480499219968799;0.001722158438576349;9.0;1.0;9.0;1.0
Cable Head;missing;20;Case36;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;20;0;75.0;2012-03-14 09:27:00;567;3;2;9;450.0;2645.0;10;20;23;24;4.0;4;0.04;0.001890359168241966;23.0;2.0;10.0;1.0
Cable Head;missing;20;Case36;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;20;0;75.0;2012-03-14 10:58:00;658;3;2;10;91.0;2736.0;11;20;23;24;4.0;4;0.1978021978021978;0.001827485380116959;23.0;2.0;10.0;1.0
Cable Head;missing;300;Case111;deviant;other;ID4167;D;Machine 4 - Turning & Milling;27;0;241.0;2012-03-14 10:59:00;659;3;2;10;254.0;2086.0;6;20;16;24;5.0;18;0.05905511811023622;0.0019175455417066154;1.0;1.0;9.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;201.0;2012-03-14 11:10:00;670;3;2;11;202.0;907.0;7;20;17;24;0.0;41;0.034653465346534656;0.002205071664829107;9.0;1.0;9.0;1.0
Plug;missing;12;Case121;regular;Turning & Milling - Machine 4;ID0997;S;Machine 4 - Turning & Milling;0;0;77.0;2012-03-14 12:34:00;754;3;2;12;11651.0;12275.0;6;20;20;24;0.0;2;0.0028323749034417645;0.001629327902240326;16.0;1.0;9.0;1.0
Bearing;missing;112;Case79;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;112;0;87.0;2012-03-14 12:44:00;764;3;2;12;689.0;2563.0;4;20;6;24;2.0;41;0.02467343976777939;0.0019508388607101053;8.0;2.0;3.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;27;0;139.0;2012-03-14 13:30:00;810;3;2;13;140.0;1047.0;8;20;17;24;0.0;41;0.05714285714285714;0.0019102196752626551;9.0;1.0;9.0;1.0
Housing;missing;27;Case101;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;27;0;75.0;2012-03-14 14:48:00;888;3;2;14;78.0;1125.0;9;20;17;24;0.0;41;0.10256410256410256;0.0017777777777777779;9.0;1.0;9.0;1.0
Cable Head;missing;300;Case111;deviant;Turning Q.C.;ID4493;D;Quality Check 1;300;0;75.0;2012-03-14 15:05:00;905;3;2;15;246.0;2332.0;7;20;16;24;5.0;18;0.06504065040650407;0.0017152658662092624;1.0;1.0;9.0;1.0
Plug;missing;12;Case121;regular;Turning & Milling - Machine 4;ID4529;S;Machine 4 - Turning & Milling;0;0;232.0;2012-03-14 15:11:00;911;3;2;15;157.0;12432.0;7;20;20;24;0.0;2;0.21019108280254778;0.0016087516087516086;16.0;1.0;9.0;1.0
Cable Head;missing;15;Case4;regular;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;1;0;352.0;2012-03-14 15:17:00;917;3;2;15;558.0;558.0;2;20;10;24;1.0;7;0.010752688172043012;0;7.0;3.0;4.0;1.0
Cable Head;missing;15;Case4;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;1;0;120.0;2012-03-14 15:22:00;922;3;2;15;5.0;563.0;3;20;10;24;2.0;7;1.2;0;7.0;3.0;4.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;0;0;279.0;2012-03-14 15:39:00;939;3;2;15;455.0;40521.0;11;20;18;24;0.0;4;0.17582417582417584;0.0017028207596061302;9.0;1.0;9.0;1.0
Cable Head;missing;15;Case4;regular;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;24.0;2012-03-14 15:43:00;943;3;2;15;21.0;584.0;4;20;10;24;2.0;7;0.2857142857142857;0;7.0;3.0;4.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;126.0;2012-03-14 15:56:00;956;3;2;15;0.0;0.0;1;21;9;25;0.0;6;0;0;1.0;3.0;4.0;1.0
Bearing;missing;8;Case7;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;8;0;75.0;2012-03-14 17:13:00;1033;3;2;17;0.0;4178.0;8;21;13;25;6.0;41;21;0.0014360938247965534;1.0;4.0;5.0;1.0
Bearing;missing;8;Case7;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;8;0;75.0;2012-03-14 17:13:00;1033;3;2;17;1913.0;4178.0;9;21;13;25;8.0;41;0.01097752221641401;0.0014360938247965534;1.0;4.0;5.0;1.0
Bearing;missing;8;Case7;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;8;0;75.0;2012-03-14 17:14:00;1034;3;2;17;1.0;4179.0;10;21;13;25;8.0;41;21.0;0.0014357501794687725;1.0;4.0;5.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;68.0;2012-03-14 17:32:00;1052;3;2;17;96.0;96.0;2;21;9;25;0.0;6;0.010416666666666666;0;1.0;3.0;4.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;207.0;2012-03-14 17:57:00;1077;3;2;17;138.0;40659.0;12;21;18;25;0.0;4;0.5869565217391305;0.0016970412454807055;9.0;1.0;9.0;1.0
Bearing;missing;8;Case7;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;56.0;2012-03-14 17:58:00;1078;3;2;17;44.0;4223.0;11;21;13;25;8.0;41;0.4772727272727273;0.0014207909069381957;1.0;4.0;5.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID4219;B;Machine 8 - Turning & Milling;0;0;79.0;2012-03-14 18:52:00;1132;3;2;18;80.0;176.0;3;21;9;25;0.0;6;0.025;0;1.0;3.0;4.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;1;0;120.0;2012-03-14 20:53:00;1253;3;2;20;121.0;297.0;4;21;9;25;0.0;6;0.01652892561983471;0;1.0;3.0;4.0;1.0
Plug;missing;12;Case121;regular;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;119.0;2012-03-14 21:55:00;1315;3;2;21;404.0;12836.0;8;21;20;25;0.0;2;0.08415841584158416;0.0015581177937052041;16.0;1.0;9.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID4219;D;Machine 8 - Turning & Milling;9;0;105.0;2012-03-14 22:39:00;1359;3;2;22;106.0;403.0;5;21;9;25;0.0;6;0.02830188679245283;0;1.0;3.0;4.0;1.0
Plug;missing;12;Case121;regular;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;11;0;96.0;2012-03-14 23:32:00;1412;3;2;23;97.0;12933.0;9;21;20;25;0.0;2;0.35051546391752575;0.0015464316090620892;16.0;1.0;9.0;1.0
Cable Head;missing;15;Case4;regular;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;9;0;463.0;2012-03-14 23:37:00;1417;3;2;23;474.0;1058.0;5;21;10;25;4.0;7;0.016877637130801686;0;7.0;3.0;4.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;150.0;2012-03-15 02:00:00;120;3;3;2;1485.0;1485.0;2;21;9;25;0.0;18;0.006734006734006734;0.0006734006734006734;1.0;3.0;4.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;227.0;2012-03-15 02:26:00;146;3;3;2;227.0;630.0;6;21;9;25;0.0;6;0.022026431718061675;0;1.0;3.0;4.0;1.0
Cable Head;missing;15;Case4;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;5;0;210.0;2012-03-15 03:08:00;188;3;3;3;211.0;1269.0;6;21;10;25;4.0;7;0.04265402843601896;0;7.0;3.0;4.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;32;0;270.0;2012-03-15 06:30:00;390;3;3;6;270.0;1755.0;3;21;9;25;0.0;18;0.037037037037037035;0.0005698005698005698;1.0;3.0;4.0;1.0
Cable Head;missing;28;Case113;regular;other;ID4932;S;Machine 5 - Turning & Milling;0;0;220.0;2012-03-15 06:49:00;409;3;3;6;0.0;0.0;1;22;4;26;0.0;7;0;0;17.0;1.0;2.0;1.0
Cable Head;missing;247;Case139;regular;Round Grinding - Q.C.;ID4493;D;Quality Check 1;245;0;62.0;2012-03-15 07:45:00;465;3;3;7;0.0;0.0;1;22;1;27;0.0;5;0;0;4.0;1.0;2.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;60.0;2012-03-15 08:00:00;480;3;3;8;0.0;964.0;7;22;9;27;0.0;6;6;0.001037344398340249;1.0;3.0;4.0;1.0
other;missing;10;Case53;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;60.0;2012-03-15 08:00:00;480;3;3;8;334.0;964.0;8;22;9;27;0.0;6;0.017964071856287425;0.001037344398340249;1.0;3.0;4.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;0;0;80.0;2012-03-15 08:51:00;531;3;3;8;141.0;1896.0;4;22;9;27;0.0;18;0.07801418439716312;0.0010548523206751054;1.0;3.0;4.0;1.0
Cable Head;missing;15;Case4;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;0;0;61.0;2012-03-15 09:16:00;556;3;3;9;368.0;1637.0;7;22;10;27;4.0;7;0.02717391304347826;0.0006108735491753207;7.0;3.0;4.0;1.0
Plug;missing;12;Case121;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;11;0;38.0;2012-03-15 09:38:00;578;3;3;9;606.0;13539.0;10;22;20;27;9.0;2;0.057755775577557754;0.0015510746731664082;16.0;1.0;9.0;1.0
Bearing;missing;8;Case7;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;8;0;168.0;2012-03-15 09:46:00;586;3;3;9;948.0;5171.0;12;22;13;27;11.0;41;0.023206751054852322;0.0013537033455811255;1.0;4.0;5.0;1.0
Housing;missing;27;Case101;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;27;0;60.0;2012-03-15 10:55:00;655;3;3;10;1207.0;2332.0;10;22;17;27;9.0;41;0.009113504556752278;0.001286449399656947;9.0;1.0;9.0;1.0
Cable Head;missing;15;Case4;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;1;0;1.0;2012-03-15 10:56:00;656;3;3;10;100.0;1737.0;8;22;10;27;4.0;7;0.1;0.0005757052389176742;7.0;3.0;4.0;1.0
other;missing;10;Case53;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;9;0;210.0;2012-03-15 11:30:00;690;3;3;11;210.0;1174.0;9;21;9;26;0.0;6;0.03333333333333333;0.0008517887563884157;1.0;3.0;4.0;1.0
Cable Head;missing;15;Case4;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;14;0;75.0;2012-03-15 12:17:00;737;3;3;12;81.0;1818.0;9;21;10;26;4.0;7;0.12345679012345678;0.0011001100110011;7.0;3.0;4.0;1.0
Cable Head;missing;15;Case4;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;14;0;75.0;2012-03-15 12:18:00;738;3;3;12;1.0;1819.0;10;20;10;25;4.0;7;10.0;0.0010995052226498076;7.0;3.0;4.0;1.0
Spur Gear;missing;39;Case71;regular;Turning & Milling - Machine 10;ID4641;S;Machine 10 - Grinding;1;0;143.0;2012-03-15 12:26:00;746;3;3;12;0.0;0.0;1;21;7;26;0.0;48;0;0;9.0;2.0;3.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling Q.C.;ID4287;S;Quality Check 1;0;0;356.0;2012-03-15 14:00:00;840;3;3;14;1203.0;41862.0;13;21;18;26;12.0;4;0.06899418121363259;0.001719936935645693;9.0;1.0;9.0;1.0
Ballnut;missing;10;Case47;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;10;0;3.0;2012-03-15 14:03:00;843;3;3;14;11931.0;14434.0;8;21;13;26;5.0;41;0.0031011650322688793;0.001593459886379382;1.0;4.0;5.0;1.0
Spur Gear;missing;39;Case71;regular;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;11;0;197.0;2012-03-15 15:43:00;943;3;3;15;197.0;197.0;2;21;7;26;0.0;48;0.01015228426395939;0;9.0;2.0;3.0;1.0
Ballnut;missing;39;Case106;regular;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;330.0;2012-03-15 15:44:00;944;3;3;15;0.0;0.0;1;22;8;27;0.0;48;0;0;16.0;2.0;3.0;1.0
Cable Head;missing;28;Case113;regular;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;28;0;530.0;2012-03-15 15:56:00;956;3;3;15;547.0;547.0;2;22;4;27;1.0;7;0.018281535648994516;0.005484460694698354;17.0;1.0;2.0;1.0
Bearing;missing;112;Case79;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;112;0;87.0;2012-03-15 15:57:00;957;3;3;15;1633.0;4196.0;5;22;6;27;4.0;41;0.013472137170851195;0.0019065776930409914;8.0;2.0;3.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;34;0;437.0;2012-03-15 17:56:00;1076;3;3;17;545.0;2441.0;5;22;9;27;4.0;18;0.025688073394495414;0.0016386726751331422;1.0;3.0;4.0;1.0
Ballnut;missing;39;Case106;regular;Turning & Milling - Machine 8;ID4219;D;Machine 8 - Turning & Milling;39;0;223.0;2012-03-15 20:38:00;1238;3;3;20;294.0;294.0;2;22;8;27;0.0;48;0.01020408163265306;0;16.0;2.0;3.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;2;0;438.0;2012-03-15 23:27:00;1407;3;3;23;567.0;42429.0;14;22;18;27;13.0;4;0.14814814814814814;0.0016969525560347875;9.0;1.0;9.0;1.0
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;2;0;450.0;2012-03-15 23:59:00;1439;3;3;23;0.0;0.0;1;23;8;28;0.0;13;0;0;16.0;2.0;3.0;1.0
Assembly 1;missing;15;Case60;regular;Turning - Machine 8;ID4219;S;Machine 8 - Turning & Milling;0;0;107.0;2012-03-16 00:10:00;10;3;4;0;0.0;0.0;1;24;13;29;0.0;41;0;0;1.0;4.0;5.0;1.0
Bearing;missing;8;Case7;regular;Packing;ID4820;D;Packing;8;0;60.0;2012-03-16 01:00:00;60;3;4;1;914.0;6085.0;13;23;13;28;11.0;41;0.02954048140043764;0.0014790468364831552;1.0;4.0;5.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;338.0;2012-03-16 01:27:00;87;3;4;1;451.0;2892.0;6;23;9;28;4.0;18;0.03547671840354767;0.0017289073305670815;1.0;3.0;4.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;2;0;122.0;2012-03-16 03:30:00;210;3;4;3;123.0;3015.0;7;23;9;28;4.0;18;0.13008130081300814;0.001658374792703151;1.0;3.0;4.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;76.0;2012-03-16 04:47:00;287;3;4;4;77.0;3092.0;8;23;9;28;4.0;18;0.2077922077922078;0.0016170763260025874;1.0;3.0;4.0;1.0
Cable Head;missing;260;Case64;regular;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;37;0;400.0;2012-03-16 07:00:00;420;3;4;7;421.0;421.0;2;23;8;28;1.0;13;0.004750593824228029;0.0023752969121140144;16.0;2.0;3.0;1.0
Cable Head;missing;80;Case123;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;4;0;2.0;2012-03-16 07:12:00;432;3;4;7;145.0;3237.0;9;22;9;27;4.0;18;0.1103448275862069;0.0015446400988569664;1.0;3.0;4.0;1.0
Assembly 1;missing;15;Case60;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;15;0;20.0;2012-03-16 07:20:00;440;3;4;7;430.0;430.0;2;22;13;27;1.0;41;0.004651162790697674;0.004651162790697674;1.0;4.0;5.0;1.0
Ballnut;missing;9;Case50;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;9;0;0.0;2012-03-16 09:24:00;564;3;4;9;15735.0;20028.0;6;22;9;27;5.0;48;0.002732761360025421;0.0013980427401637707;1.0;3.0;4.0;1.0
Ballnut;missing;9;Case50;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;9;0;75.0;2012-03-16 10:39:00;639;3;4;10;75.0;20103.0;7;22;9;27;6.0;48;0.5733333333333334;0.0013928269412525494;1.0;3.0;4.0;1.0
Cable Head;missing;28;Case113;regular;Turning & Milling Q.C.;ID4493;D;Quality Check 1;28;0;241.0;2012-03-16 11:04:00;664;3;4;11;1148.0;1695.0;3;22;4;27;2.0;7;0.012195121951219513;0.0029498525073746312;17.0;1.0;2.0;1.0
Cable Head;missing;28;Case113;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;28;0;24.0;2012-03-16 11:39:00;699;3;4;11;35.0;1730.0;4;21;4;26;3.0;7;0.4;0.002890173410404624;17.0;1.0;2.0;1.0
Plug;missing;12;Case121;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;11;0;24.0;2012-03-16 11:39:00;699;3;4;11;1561.0;15100.0;11;21;20;26;10.0;2;0.025624599615631006;0.0017218543046357616;16.0;1.0;9.0;1.0
Ballnut;missing;9;Case62;regular;other;ID4872;D;Machine 12 - Grinding;0;0;145.0;2012-03-16 11:45:00;705;3;4;11;4392.0;37182.0;14;21;16;26;12.0;48;0.017987249544626594;0.0018019471787424023;1.0;1.0;9.0;1.0
Ballnut;missing;10;Case47;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;10;0;46.0;2012-03-16 12:26:00;746;3;4;12;1343.0;15777.0;9;21;13;26;8.0;41;0.03052866716306776;0.0016479685618305128;1.0;4.0;5.0;1.0
Assembly 1;missing;15;Case60;regular;Turning - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;157.0;2012-03-16 12:30:00;750;3;4;12;310.0;740.0;3;21;13;26;1.0;41;0.02258064516129032;0.004054054054054054;1.0;4.0;5.0;1.0
Ballnut;missing;18;Case100;regular;other;ID4872;D;Machine 12 - Grinding;0;0;70.0;2012-03-16 12:40:00;760;3;4;12;4168.0;35683.0;11;21;14;26;10.0;48;0.018234165067178502;0.001765546618838102;9.0;4.0;5.0;1.0
Tube;missing;12;Case93;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;216.0;2012-03-16 12:45:00;765;3;4;12;798.0;43227.0;15;21;18;26;13.0;4;0.10776942355889724;0.001735026719411479;9.0;1.0;9.0;1.0
